"analysis_group","pt_standard_en","pt","pt_cn","soc_en","soc_cn","cases","a","b","c","d","a_plus_b","a_plus_c","a_plus_b_plus_c_plus_d","ROR","ROR_025","ROR_975","ror_95ci_range","PRR","chi_squared","IC","IC025","expected_E","EBGM","EBGM05","is_ror_signal","is_prr_signal","is_bcpnn_signal","is_mgps_signal","is_core_ror_prr_signal","is_strict_four_algorithm_signal"
"POOLED","Lip oedema","Lip oedema","唇部水肿","Gastrointestinal disorders","胃肠系统疾病","37","37","14744","3996","19887702","14781","4033","19906479","12.49","9.03","17.27","12.49 (9.03, 17.27)","12.46","386.52","3.63","3.3","2.9946","10.73","5.97","1","1","1","1","1","1"
"POOLED","Visual impairment","Visual impairment","视觉损害","Eye disorders","眼器官疾病","37","37","14744","115629","19776069","14781","115666","19906479","0.43","0.31","0.59","0.43 (0.31, 0.59)","0.43","28.01","-1.21","-1.54","85.8846","0.43","0.24","0","0","0","0","0","0"
"POOLED","Hyperthyroidism","Hyperthyroidism","甲状腺功能亢进症","Endocrine disorders","内分泌系统疾病","36","36","14745","13534","19878164","14781","13570","19906479","3.59","2.58","4.98","3.59 (2.58, 4.98)","3.58","66.79","1.84","1.5","10.076","3.45","1.92","1","1","1","0","1","0"
"POOLED","Respiratory disorder","Respiratory disorder","呼吸系统疾病","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","36","36","14745","28248","19863450","14781","28284","19906479","1.72","1.24","2.38","1.72 (1.24, 2.38)","1.72","10.73","0.78","0.44","21.0015","1.7","0.94","1","0","1","0","0","0"
"POOLED","ABDOMINAL PAIN UPPER","ABDOMINAL PAIN UPPER","上腹痛","Gastrointestinal disorders","胃肠系统疾病","36","36","14745","193617","19698081","14781","193653","19906479","0.25","0.18","0.34","0.25 (0.18, 0.34)","0.25","81.66","-2","-2.33","143.7916","0.25","0.14","0","0","0","0","0","0"
"POOLED","Petechiae","Petechiae","瘀点","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","35","35","14746","9781","19881917","14781","9816","19906479","4.82","3.46","6.73","4.82 (3.46, 6.73)","4.82","105.49","2.26","1.92","7.2886","4.56","2.53","1","1","1","1","1","1"
"POOLED","SKIN DISCOLOURATION","SKIN DISCOLOURATION","皮肤变色","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","35","35","14746","43746","19847952","14781","43781","19906479","1.08","0.77","1.5","1.08 (0.77, 1.50)","1.08","0.19","0.11","-0.23","32.5084","1.08","0.6","0","0","0","0","0","0"
"POOLED","Lethargy","Lethargy","倦怠","Nervous system disorders","各类神经系统疾病","34","34","14747","55134","19836564","14781","55168","19906479","0.83","0.59","1.16","0.83 (0.59, 1.16)","0.83","1.19","-0.27","-0.61","40.9635","0.83","0.46","0","0","0","0","0","0"
"POOLED","Pneumonia","Pneumonia","感染性肺炎","Infections and infestations","感染及侵染类疾病","34","34","14747","305313","19586385","14781","305347","19906479","0.15","0.11","0.21","0.15 (0.11, 0.21)","0.15","166.5","-2.74","-3.08","226.7269","0.15","0.08","0","0","0","0","0","0"
"POOLED","Stridor","Stridor","喘鸣","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","33","33","14748","2781","19888917","14781","2814","19906479","16","11.35","22.56","16.00 (11.35, 22.56)","15.97","457.68","3.98","3.63","2.0895","12.94","7.14","1","1","1","1","1","1"
"POOLED","ACUTE PULMONARY OEDEMA","ACUTE PULMONARY OEDEMA","急性肺水肿","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","33","33","14748","5386","19886312","14781","5419","19906479","8.26","5.87","11.64","8.26 (5.87, 11.64)","8.25","208.88","3.04","2.69","4.0237","7.41","4.09","1","1","1","1","1","1"
"POOLED","Apnoea","Apnoea","呼吸暂停","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","33","33","14748","7513","19884185","14781","7546","19906479","5.92","4.21","8.34","5.92 (4.21, 8.34)","5.91","134.11","2.56","2.21","5.6031","5.49","3.03","1","1","1","1","1","1"
"POOLED","Dry throat","Dry throat","咽干","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","33","33","14748","9544","19882154","14781","9577","19906479","4.66","3.31","6.56","4.66 (3.31, 6.56)","4.65","94.37","2.21","1.87","7.1111","4.4","2.43","1","1","1","1","1","1"
"POOLED","Rash papular","Rash papular","丘疹样皮疹","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","33","33","14748","21537","19870161","14781","21570","19906479","2.06","1.47","2.91","2.06 (1.47, 2.91)","2.06","18.04","1.04","0.69","16.0162","2.03","1.12","1","1","1","0","1","0"
"POOLED","Cerebral infarction","Cerebral infarction","脑部梗死","Nervous system disorders","各类神经系统疾病","33","33","14748","23520","19868178","14781","23553","19906479","1.89","1.34","2.66","1.89 (1.34, 2.66)","1.89","13.78","0.92","0.57","17.4886","1.86","1.03","1","0","1","0","0","0"
"POOLED","Abdominal discomfort","Abdominal discomfort","腹部不适","Gastrointestinal disorders","胃肠系统疾病","33","33","14748","155473","19736225","14781","155506","19906479","0.28","0.2","0.4","0.28 (0.20, 0.40)","0.29","59.41","-1.81","-2.16","115.4666","0.29","0.16","0","0","0","0","0","0"
"POOLED","BLINDNESS TRANSIENT","BLINDNESS TRANSIENT","一过性失明","Eye disorders","眼器官疾病","32","32","14749","6987","19884711","14781","7019","19906479","6.17","4.36","8.74","6.17 (4.36, 8.74)","6.16","137.84","2.62","2.26","5.2118","5.69","3.14","1","1","1","1","1","1"
"POOLED","Encephalopathy","Encephalopathy","脑病","Nervous system disorders","各类神经系统疾病","32","32","14749","23091","19868607","14781","23123","19906479","1.87","1.32","2.64","1.87 (1.32, 2.64)","1.86","12.83","0.9","0.54","17.1693","1.84","1.01","1","0","1","0","0","0"
"POOLED","Dysarthria","Dysarthria","构音不良","Nervous system disorders","各类神经系统疾病","32","32","14749","35903","19855795","14781","35935","19906479","1.2","0.85","1.7","1.20 (0.85, 1.70)","1.2","1.06","0.26","-0.09","26.6825","1.2","0.66","0","0","0","0","0","0"
"POOLED","KOUNIS SYNDROME","KOUNIS SYNDROME","过敏性冠状动脉痉挛综合征","Cardiac disorders","心脏器官疾病","31","31","14750","2027","19889671","14781","2058","19906479","20.62","14.46","29.41","20.62 (14.46, 29.41)","20.58","568.89","4.34","3.98","1.5281","15.53","8.54","1","1","1","1","1","1"
"POOLED","Respiratory rate increased","Respiratory rate increased","呼吸频率升高","Investigations","各类检查","31","31","14750","8490","19883208","14781","8521","19906479","4.92","3.46","7.01","4.92 (3.46, 7.01)","4.91","96.33","2.29","1.93","6.327","4.61","2.54","1","1","1","1","1","1"
"POOLED","Acute respiratory failure","Acute respiratory failure","急性呼吸衰竭","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","31","31","14750","18122","19873576","14781","18153","19906479","2.3","1.62","3.28","2.30 (1.62, 3.28)","2.3","22.81","1.2","0.84","13.479","2.25","1.24","1","1","1","0","1","0"
"POOLED","Dry mouth","Dry mouth","口干","Gastrointestinal disorders","胃肠系统疾病","31","31","14750","76317","19815381","14781","76348","19906479","0.55","0.38","0.78","0.55 (0.38, 0.78)","0.55","11.7","-0.87","-1.23","56.6901","0.55","0.3","0","0","0","0","0","0"
"POOLED","CARDIAC FAILURE","CARDIAC FAILURE","心力衰竭","Cardiac disorders","心脏器官疾病","31","31","14750","76537","19815161","14781","76568","19906479","0.54","0.38","0.77","0.54 (0.38, 0.77)","0.55","11.81","-0.87","-1.23","56.8534","0.55","0.3","0","0","0","0","0","0"
"POOLED","RENAL IMPAIRMENT","RENAL IMPAIRMENT","肾功能损害","Renal and urinary disorders","肾脏及泌尿系统疾病","31","31","14750","78908","19812790","14781","78939","19906479","0.53","0.37","0.75","0.53 (0.37, 0.75)","0.53","13.07","-0.92","-1.28","58.6139","0.53","0.29","0","0","0","0","0","0"
"POOLED","MUSCULOSKELETAL STIFFNESS","MUSCULOSKELETAL STIFFNESS","肌肉骨骼僵硬","Musculoskeletal and connective tissue disorders","各种肌肉骨骼及结缔组织疾病","31","31","14750","82354","19809344","14781","82385","19906479","0.51","0.36","0.72","0.51 (0.36, 0.72)","0.51","14.96","-0.98","-1.34","61.1727","0.51","0.28","0","0","0","0","0","0"
"POOLED","Drug interaction","Drug interaction","药物相互作用","General disorders and administration site conditions","全身性疾病及给药部位各种反应","31","31","14750","150299","19741399","14781","150330","19906479","0.28","0.19","0.39","0.28 (0.19, 0.39)","0.28","58.72","-1.85","-2.21","111.6233","0.28","0.15","0","0","0","0","0","0"
"POOLED","Henoch-Schonlein purpura","Henoch-Schonlein purpura","过敏性紫癜","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","30","30","14751","1961","19889737","14781","1991","19906479","20.63","14.38","29.59","20.63 (14.38, 29.59)","20.59","550.72","4.34","3.97","1.4784","15.42","8.46","1","1","1","1","1","1"
"POOLED","PERIORBITAL OEDEMA","PERIORBITAL OEDEMA","眼眶周围水肿","Eye disorders","眼器官疾病","30","30","14751","4885","19886813","14781","4915","19906479","8.28","5.78","11.86","8.28 (5.78, 11.86)","8.26","190.45","3.04","2.67","3.6495","7.35","4.03","1","1","1","1","1","1"
"POOLED","Rash pustular","Rash pustular","脓疱疹","Infections and infestations","感染及侵染类疾病","30","30","14751","7046","19884652","14781","7076","19906479","5.74","4.01","8.22","5.74 (4.01, 8.22)","5.73","116.68","2.51","2.15","5.2541","5.3","2.91","1","1","1","1","1","1"
"POOLED","Acute myocardial infarction","Acute myocardial infarction","急性心肌梗死","Cardiac disorders","心脏器官疾病","30","30","14751","28795","19862903","14781","28825","19906479","1.4","0.98","2.01","1.40 (0.98, 2.01)","1.4","3.46","0.49","0.12","21.4032","1.39","0.76","0","0","1","0","0","0"
"POOLED","Neck pain","Neck pain","颈痛","Musculoskeletal and connective tissue disorders","各种肌肉骨骼及结缔组织疾病","30","30","14751","53271","19838427","14781","53301","19906479","0.76","0.53","1.08","0.76 (0.53, 1.08)","0.76","2.33","-0.4","-0.77","39.5772","0.76","0.42","0","0","0","0","0","0"
"POOLED","INFUSION RELATED REACTION","INFUSION RELATED REACTION","输液相关反应","Injury, poisoning and procedural complications","各类损伤、中毒及操作并发症","30","30","14751","59826","19831872","14781","59856","19906479","0.67","0.47","0.96","0.67 (0.47, 0.96)","0.67","4.71","-0.57","-0.93","44.4444","0.68","0.37","0","0","0","0","0","0"
"POOLED","Skin burning sensation","Skin burning sensation","皮肤烧灼感","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","30","30","14751","67681","19824017","14781","67711","19906479","0.6","0.42","0.85","0.60 (0.42, 0.85)","0.6","8.21","-0.74","-1.11","50.2769","0.6","0.33","0","0","0","0","0","0"
"POOLED","ABDOMINAL DISTENSION","ABDOMINAL DISTENSION","腹胀","Gastrointestinal disorders","胃肠系统疾病","30","30","14751","97951","19793747","14781","97981","19906479","0.41","0.29","0.59","0.41 (0.29, 0.59)","0.41","25.27","-1.28","-1.64","72.7531","0.42","0.23","0","0","0","0","0","0"
"POOLED","DEHYDRATION","DEHYDRATION","脱水","Metabolism and nutrition disorders","代谢及营养类疾病","30","30","14751","127600","19764098","14781","127630","19906479","0.32","0.22","0.45","0.32 (0.22, 0.45)","0.32","44.58","-1.66","-2.03","94.7681","0.32","0.18","0","0","0","0","0","0"
"POOLED","ANURIA","ANURIA","无尿","Renal and urinary disorders","肾脏及泌尿系统疾病","29","29","14752","8319","19883379","14781","8348","19906479","4.7","3.26","6.77","4.70 (3.26, 6.77)","4.69","83.97","2.23","1.85","6.1986","4.4","2.41","1","1","1","1","1","1"
"POOLED","HAEMODIALYSIS","HAEMODIALYSIS","血液透析","Surgical and medical procedures","各种手术及医疗操作","29","29","14752","8365","19883333","14781","8394","19906479","4.67","3.24","6.73","4.67 (3.24, 6.73)","4.67","83.26","2.22","1.85","6.2327","4.38","2.4","1","1","1","1","1","1"
"POOLED","Purpura","Purpura","紫癜","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","29","29","14752","8436","19883262","14781","8465","19906479","4.63","3.22","6.67","4.63 (3.22, 6.67)","4.63","82.18","2.21","1.83","6.2854","4.35","2.38","1","1","1","1","1","1"
"POOLED","Amnesia","Amnesia","失忆症","Nervous system disorders","各类神经系统疾病","29","29","14752","62401","19829297","14781","62430","19906479","0.62","0.43","0.9","0.62 (0.43, 0.90)","0.63","6.52","-0.68","-1.05","46.3557","0.63","0.34","0","0","0","0","0","0"
"POOLED","HYPOXIC-ISCHAEMIC ENCEPHALOPATHY","HYPOXIC-ISCHAEMIC ENCEPHALOPATHY","缺氧缺血性脑病","Nervous system disorders","各类神经系统疾病","28","28","14753","2461","19889237","14781","2489","19906479","15.34","10.56","22.27","15.34 (10.56, 22.27)","15.31","370.38","3.92","3.54","1.8481","12.14","6.62","1","1","1","1","1","1"
"POOLED","Hyperthermia","Hyperthermia","体温过高","General disorders and administration site conditions","全身性疾病及给药部位各种反应","28","28","14753","7166","19884532","14781","7194","19906479","5.27","3.63","7.64","5.27 (3.63, 7.64)","5.26","96.22","2.39","2.01","5.3417","4.88","2.66","1","1","1","1","1","1"
"POOLED","Obstructive airways disorder","Obstructive airways disorder","阻塞性气道疾病","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","28","28","14753","10132","19881566","14781","10160","19906479","3.72","2.57","5.4","3.72 (2.57, 5.40)","3.72","55.54","1.89","1.51","7.544","3.54","1.93","1","1","1","0","1","0"
"POOLED","Dialysis","Dialysis","透析","Surgical and medical procedures","各种手术及医疗操作","28","28","14753","13623","19878075","14781","13651","19906479","2.77","1.91","4.01","2.77 (1.91, 4.01)","2.77","31.53","1.47","1.09","10.1362","2.68","1.46","1","1","1","0","1","0"
"POOLED","Hyperkalaemia","Hyperkalaemia","高钾血症","Metabolism and nutrition disorders","代谢及营养类疾病","28","28","14753","33169","19858529","14781","33197","19906479","1.14","0.78","1.65","1.14 (0.78, 1.65)","1.14","0.46","0.18","-0.19","24.6495","1.13","0.62","0","0","0","0","0","0"
"POOLED","MEDICATION ERROR","MEDICATION ERROR","用药错误","Injury, poisoning and procedural complications","各类损伤、中毒及操作并发症","28","28","14753","52292","19839406","14781","52320","19906479","0.72","0.5","1.04","0.72 (0.50, 1.04)","0.72","3.04","-0.47","-0.85","38.8488","0.72","0.4","0","0","0","0","0","0"
"POOLED","FALL","FALL","跌倒","Injury, poisoning and procedural complications","各类损伤、中毒及操作并发症","28","28","14753","316039","19575659","14781","316067","19906479","0.12","0.08","0.17","0.12 (0.08, 0.17)","0.12","185.1","-3.07","-3.45","234.6867","0.12","0.07","0","0","0","0","0","0"
"POOLED","TONGUE OEDEMA","TONGUE OEDEMA","舌水肿","Gastrointestinal disorders","胃肠系统疾病","27","27","14754","3641","19888057","14781","3668","19906479","10","6.84","14.6","10.00 (6.84, 14.60)","9.98","216.59","3.31","2.92","2.7236","8.53","4.64","1","1","1","1","1","1"
"POOLED","Dermatitis bullous","Dermatitis bullous","大疱性皮炎","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","27","27","14754","6828","19884870","14781","6855","19906479","5.33","3.65","7.78","5.33 (3.65, 7.78)","5.32","94.41","2.41","2.02","5.09","4.92","2.68","1","1","1","1","1","1"
"POOLED","Peripheral coldness","Peripheral coldness","四肢发冷","Vascular disorders","血管与淋巴管类疾病","27","27","14754","13123","19878575","14781","13150","19906479","2.77","1.9","4.05","2.77 (1.90, 4.05)","2.77","30.47","1.47","1.08","9.7642","2.68","1.46","1","1","1","0","1","0"
"POOLED","ARRHYTHMIA","ARRHYTHMIA","心律失常","Cardiac disorders","心脏器官疾病","27","27","14754","45628","19846070","14781","45655","19906479","0.8","0.55","1.16","0.80 (0.55, 1.16)","0.8","1.41","-0.33","-0.71","33.8998","0.8","0.43","0","0","0","0","0","0"
"POOLED","Vertigo","Vertigo","眩晕","Ear and labyrinth disorders","耳及迷路类疾病","27","27","14754","58181","19833517","14781","58208","19906479","0.62","0.43","0.91","0.62 (0.43, 0.91)","0.62","6.11","-0.68","-1.06","43.2207","0.63","0.34","0","0","0","0","0","0"
"POOLED","Sialoadenitis","Sialoadenitis","涎腺炎","Infections and infestations","感染及侵染类疾病","26","26","14755","1240","19890458","14781","1266","19906479","28.27","19.16","41.69","28.27 (19.16, 41.69)","28.22","668.6","4.79","4.39","0.94","18.4","9.98","1","1","1","1","1","1"
"POOLED","POOR QUALITY DRUG ADMINISTERED","POOR QUALITY DRUG ADMINISTERED",,,,"26","26","14755","6414","19885284","14781","6440","19906479","5.46","3.72","8.03","5.46 (3.72, 8.03)","5.46","94.25","2.44","2.05","4.7818","5.02","2.72","1","1","1","1","1","1"
"POOLED","Septic shock","Septic shock","感染性休克","Infections and infestations","感染及侵染类疾病","26","26","14755","40754","19850944","14781","40780","19906479","0.86","0.58","1.26","0.86 (0.58, 1.26)","0.86","0.61","-0.22","-0.61","30.2801","0.86","0.47","0","0","0","0","0","0"
"POOLED","Accidental exposure to product","Accidental exposure to product","意外暴露于产品","Injury, poisoning and procedural complications","各类损伤、中毒及操作并发症","26","26","14755","90800","19800898","14781","90826","19906479","0.38","0.26","0.56","0.38 (0.26, 0.56)","0.39","25.6","-1.38","-1.77","67.4403","0.39","0.21","0","0","0","0","0","0"
"POOLED","Asthma","Asthma","哮喘","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","26","26","14755","103132","19788566","14781","103158","19906479","0.34","0.23","0.5","0.34 (0.23, 0.50)","0.34","33.62","-1.56","-1.95","76.5971","0.34","0.19","0","0","0","0","0","0"
"POOLED","Pulse abnormal","Pulse abnormal","脉搏异常","Investigations","各类检查","25","25","14756","2280","19889418","14781","2305","19906479","14.78","9.96","21.93","14.78 (9.96, 21.93)","14.76","317.16","3.87","3.47","1.7115","11.53","6.23","1","1","1","1","1","1"
"POOLED","Type IV hypersensitivity reaction","Type IV hypersensitivity reaction","IV型超敏反应","Immune system disorders","免疫系统疾病","25","25","14756","2561","19889137","14781","2586","19906479","13.16","8.87","19.52","13.16 (8.87, 19.52)","13.14","277.66","3.7","3.3","1.9202","10.54","5.69","1","1","1","1","1","1"
"POOLED","Conjunctival hyperaemia","Conjunctival hyperaemia","结膜充血","Eye disorders","眼器官疾病","25","25","14756","3386","19888312","14781","3411","19906479","9.95","6.71","14.75","9.95 (6.71, 14.75)","9.94","199.48","3.3","2.9","2.5327","8.41","4.54","1","1","1","1","1","1"
"POOLED","Anal incontinence","Anal incontinence","肛门失禁","Gastrointestinal disorders","胃肠系统疾病","25","25","14756","8207","19883491","14781","8232","19906479","4.1","2.77","6.08","4.10 (2.77, 6.08)","4.1","58.43","2.03","1.63","6.1124","3.86","2.08","1","1","1","1","1","1"
"POOLED","Temperature intolerance","Temperature intolerance","温度变化不耐受","General disorders and administration site conditions","全身性疾病及给药部位各种反应","25","25","14756","9633","19882065","14781","9658","19906479","3.5","2.36","5.18","3.50 (2.36, 5.18)","3.49","44.38","1.8","1.4","7.1713","3.32","1.8","1","1","1","0","1","0"
"POOLED","Disseminated intravascular coagulation","Disseminated intravascular coagulation","弥散性血管内凝血","Blood and lymphatic system disorders","血液及淋巴系统疾病","25","25","14756","13617","19878081","14781","13642","19906479","2.47","1.67","3.66","2.47 (1.67, 3.66)","2.47","21.86","1.3","0.9","10.1295","2.4","1.3","1","1","1","0","1","0"
"POOLED","Neurotoxicity","Neurotoxicity","神经毒性","Nervous system disorders","各类神经系统疾病","25","25","14756","16096","19875602","14781","16121","19906479","2.09","1.41","3.1","2.09 (1.41, 3.10)","2.09","14.21","1.06","0.66","11.9702","2.04","1.1","1","1","1","0","1","0"
"POOLED","BLOOD PRESSURE SYSTOLIC INCREASED","BLOOD PRESSURE SYSTOLIC INCREASED","收缩压升高","Investigations","各类检查","25","25","14756","18565","19873133","14781","18590","19906479","1.81","1.22","2.69","1.81 (1.22, 2.69)","1.81","9.1","0.86","0.46","13.8035","1.78","0.96","1","0","1","0","0","0"
"POOLED","Contraindicated product administered","Contraindicated product administered","给予了禁忌产品","Injury, poisoning and procedural complications","各类损伤、中毒及操作并发症","25","25","14756","25431","19866267","14781","25456","19906479","1.32","0.89","1.96","1.32 (0.89, 1.96)","1.32","1.97","0.4","0","18.9016","1.31","0.71","0","0","0","0","0","0"
"POOLED","Mental status changes","Mental status changes","精神状态改变","Psychiatric disorders","精神病类","25","25","14756","26757","19864941","14781","26782","19906479","1.26","0.85","1.86","1.26 (0.85, 1.86)","1.26","1.32","0.33","-0.07","19.8862","1.25","0.68","0","0","0","0","0","0"
"POOLED","Pulmonary embolism","Pulmonary embolism","肺栓塞","Respiratory, thoracic and mediastinal disorders","呼吸系统、胸及纵隔疾病","25","25","14756","91408","19800290","14781","91433","19906479","0.37","0.25","0.54","0.37 (0.25, 0.54)","0.37","27.24","-1.44","-1.84","67.891","0.37","0.2","0","0","0","0","0","0"
"POOLED","THROMBOCYTOPENIA","THROMBOCYTOPENIA","血小板减少症","Blood and lymphatic system disorders","血液及淋巴系统疾病","25","25","14756","105517","19786181","14781","105542","19906479","0.32","0.21","0.47","0.32 (0.21, 0.47)","0.32","36.56","-1.65","-2.05","78.3673","0.32","0.17","0","0","0","0","0","0"
"POOLED","Overdose","Overdose","用药过量","Injury, poisoning and procedural complications","各类损伤、中毒及操作并发症","25","25","14756","208230","19683468","14781","208255","19906479","0.16","0.11","0.24","0.16 (0.11, 0.24)","0.16","109.91","-2.63","-3.03","154.6339","0.16","0.09","0","0","0","0","0","0"
"POOLED","Tongue disorder","Tongue disorder","舌病","Gastrointestinal disorders","胃肠系统疾病","24","24","14757","6996","19884702","14781","7020","19906479","4.62","3.1","6.9","4.62 (3.10, 6.90)","4.62","67.79","2.2","1.79","5.2125","4.29","2.31","1","1","1","1","1","1"
"POOLED","Wrong drug administered","Wrong drug administered",,,,"24","24","14757","8884","19882814","14781","8908","19906479","3.64","2.44","5.44","3.64 (2.44, 5.44)","3.64","45.75","1.86","1.45","6.6144","3.44","1.85","1","1","1","0","1","0"
"POOLED","Incontinence","Incontinence","失禁","Renal and urinary disorders","肾脏及泌尿系统疾病","24","24","14757","10118","19881580","14781","10142","19906479","3.2","2.14","4.77","3.20 (2.14, 4.77)","3.19","36.06","1.67","1.26","7.5307","3.05","1.64","1","1","1","0","1","0"
"POOLED","METABOLIC ACIDOSIS","METABOLIC ACIDOSIS","代谢性酸中毒","Metabolism and nutrition disorders","代谢及营养类疾病","24","24","14757","29783","19861915","14781","29807","19906479","1.08","0.73","1.62","1.08 (0.73, 1.62)","1.08","0.16","0.12","-0.29","22.1324","1.08","0.58","0","0","0","0","0","0"
"POOLED","Dysgeusia","Dysgeusia","味觉倒错","Nervous system disorders","各类神经系统疾病","24","24","14757","72103","19819595","14781","72127","19906479","0.45","0.3","0.67","0.45 (0.30, 0.67)","0.45","16.38","-1.16","-1.57","53.5559","0.45","0.24","0","0","0","0","0","0"
"POOLED","Gait disturbance","Gait disturbance","步态障碍","General disorders and administration site conditions","全身性疾病及给药部位各种反应","24","24","14757","183548","19708150","14781","183572","19906479","0.17","0.12","0.26","0.17 (0.12, 0.26)","0.18","93.46","-2.51","-2.91","136.3063","0.18","0.1","0","0","0","0","0","0"
"POOLED","MENINGITIS CHEMICAL","MENINGITIS CHEMICAL","化学性脑膜炎","Injury, poisoning and procedural complications","各类损伤、中毒及操作并发症","23","23","14758","190","19891508","14781","213","19906479","163.16","105.82","251.58","163.16 (105.82, 251.58)","162.91","3301.42","7.18","6.74","0.1582","35.71","19.15","1","1","1","1","1","1"
"POOLED","Tongue pruritus","Tongue pruritus","舌痒","Gastrointestinal disorders","胃肠系统疾病","23","23","14758","738","19890960","14781","761","19906479","42","27.73","63.63","42.00 (27.73, 63.63)","41.94","891.45","5.35","4.92","0.5651","22.06","11.83","1","1","1","1","1","1"
"POOLED","Eye movement disorder","Eye movement disorder","眼动障碍","Eye disorders","眼器官疾病","23","23","14758","6524","19885174","14781","6547","19906479","4.75","3.15","7.16","4.75 (3.15, 7.16)","4.74","67.75","2.24","1.82","4.8613","4.38","2.35","1","1","1","1","1","1"
"POOLED","Hemiplegia","Hemiplegia","偏瘫","Nervous system disorders","各类神经系统疾病","23","23","14758","7943","19883755","14781","7966","19906479","3.9","2.59","5.88","3.90 (2.59, 5.88)","3.9","49.41","1.96","1.54","5.9149","3.66","1.96","1","1","1","0","1","0"
"POOLED","Incorrect route of product administration","Incorrect route of product administration","产品给用途径不当","Injury, poisoning and procedural complications","各类损伤、中毒及操作并发症","23","23","14758","15219","19876479","14781","15242","19906479","2.04","1.35","3.06","2.04 (1.35, 3.06)","2.03","12.08","1.02","0.61","11.3175","1.99","1.07","1","1","1","0","1","0"
"POOLED","Muscle tightness","Muscle tightness","肌紧张","Musculoskeletal and connective tissue disorders","各种肌肉骨骼及结缔组织疾病","23","23","14758","15439","19876259","14781","15462","19906479","2.01","1.33","3.02","2.01 (1.33, 3.02)","2","11.58","1","0.58","11.4809","1.96","1.05","1","1","1","0","1","0"
"POOLED","BODY TEMPERATURE INCREASED","BODY TEMPERATURE INCREASED","体温升高","Investigations","各类检查","23","23","14758","19519","19872179","14781","19542","19906479","1.59","1.05","2.39","1.59 (1.05, 2.39)","1.59","4.98","0.66","0.25","14.5104","1.57","0.84","1","0","1","0","0","0"
"POOLED","RHABDOMYOLYSIS","RHABDOMYOLYSIS","横纹肌溶解","Musculoskeletal and connective tissue disorders","各种肌肉骨骼及结缔组织疾病","23","23","14758","39472","19852226","14781","39495","19906479","0.78","0.52","1.18","0.78 (0.52, 1.18)","0.78","1.37","-0.35","-0.77","29.3259","0.79","0.42","0","0","0","0","0","0"
"POOLED","Platelet count decreased","Platelet count decreased","血小板计数降低","Investigations","各类检查","23","23","14758","101431","19790267","14781","101454","19906479","0.3","0.2","0.46","0.30 (0.20, 0.46)","0.31","36.57","-1.71","-2.13","75.3318","0.31","0.17","0","0","0","0","0","0"
"POOLED","Cerebrovascular accident","Cerebrovascular accident","脑血管意外","Nervous system disorders","各类神经系统疾病","23","23","14758","163239","19728459","14781","163262","19906479","0.19","0.13","0.28","0.19 (0.13, 0.28)","0.19","80.31","-2.4","-2.82","121.2256","0.19","0.1","0","0","0","0","0","0"
"POOLED","HYPERAEMIA","HYPERAEMIA","充血","Vascular disorders","血管与淋巴管类疾病","22","22","14759","1853","19889845","14781","1875","19906479","16","10.51","24.37","16.00 (10.51, 24.37)","15.98","305.29","3.98","3.55","1.3922","11.89","6.35","1","1","1","1","1","1"
"POOLED","PULSELESS ELECTRICAL ACTIVITY","PULSELESS ELECTRICAL ACTIVITY","无脉性电活动","Cardiac disorders","心脏器官疾病","22","22","14759","3886","19887812","14781","3908","19906479","7.63","5.02","11.6","7.63 (5.02, 11.60)","7.62","125.81","2.92","2.49","2.9018","6.61","3.53","1","1","1","1","1","1"
"POOLED","LOCALISED OEDEMA","LOCALISED OEDEMA","局部水肿","General disorders and administration site conditions","全身性疾病及给药部位各种反应","22","22","14759","4435","19887263","14781","4457","19906479","6.68","4.4","10.17","6.68 (4.40, 10.17)","6.68","105.66","2.73","2.31","3.3094","5.91","3.15","1","1","1","1","1","1"
"POOLED","SKIN TIGHTNESS","SKIN TIGHTNESS","皮肤紧缩感","Skin and subcutaneous tissue disorders","皮肤及皮下组织类疾病","22","22","14759","4460","19887238","14781","4482","19906479","6.65","4.37","10.11","6.65 (4.37, 10.11)","6.64","104.86","2.72","2.3","3.328","5.88","3.14","1","1","1","1","1","1"
"POOLED","Mouth swelling","Mouth swelling","口肿胀","Gastrointestinal disorders","胃肠系统疾病","22","22","14759","5404","19886294","14781","5426","19906479","5.49","3.61","8.34","5.49 (3.61, 8.34)","5.48","80.24","2.45","2.02","4.0289","4.97","2.65","1","1","1","1","1","1"
